,EVF,Etiqueta
7014,robar al pueblo peruano,True
7015,fusilar con legalidad ojo,False
7016,leer del mes entero,True
7017,andar en camioneta nueva,False
7018,traer de verdad claro,False
7019,señalarlo de ineptos incompetentes,False
7020,hablar con dejo español,True
7021,baje del transporte publico,False
7022,parir de mano corta,True
7023,enzarzado con familias gitanas,False
7024,representar al movimiento indigena,False
7025,creer en pajaritos preñados,True
7026,trabajado de camarero curioso,False
7027,parado en seco igual,True
7028,dejame en paz flaca,False
7029,pasar al enemigo secular,True
7030,opinar de relaciones internacionales,False
7031,pilar de locales cerrados,True
7032,oler a capitalismo puro,False
7033,llenar de amor buen,False
7034,ir al lodo igual,False
7035,sobrevivido a plagas letales,False
7036,asesinar al pueblo ecuatoriano,False
7037,sacar al tirano maduro,False
7038,creer en pajaritos preñaos,True
7039,sufrir en carne propia,False
7040,resolver con cisternas solo,True
7041,pasar al universo real,True
7042,meter a casos especiales,True
7043,denigrar el nombre de la iglesia,False
7044,quitar la chaqueta de los yankees,False
7045,hacer una mierda con el equipoah,False
7046,solicitar el cese de la usurpacion,False
7047,calentar un escaño en el parlamento,False
7048,hundido muchos programas con su sensura,False
7049,subir una pareja a la custer,False
7050,hacer el oso en la onu,True
7051,ver la final de la liga,False
7052,coger ese trompo en la uña,True
7053,imaginarme la cara de las mamertas,False
7054,metio la cuchara en el beef,True
7055,meter su cuchara en el gobierno,True
7056,dar el golpe en el water,True
7057,dar el golpe a la css,True
7058,dara el golpe en el campin,True
7059,aprovechar la inercia de ese chelsea,False
7060,pelar el diente en la jhony,True
7061,llevar mi mando pro la nintendo,False
7062,defender la constitucionalidad en el paisque,False
7063,apagar la luz en esta sala,False
7064,erradicar esta mugre de la argentina,False
7065,llegar un correo de la afp,False
7066,mentar la madre en este fandom,True
7067,bloqueo la calle por una peregrinacion,True
7068,cancelar las cuentas de sus bancosno,False
7069,meter el ojo por la naris,True
7070,perder los papeles con este temaeres,False
7071,jurar su cargo por el gobierno,False
7072,meter la pata con alguna wea,False
7073,parare las patas en el budarito,True
7074,acabar el juego en el busch,True
7075,poner las pilas con este pibe,True
7076,pongais las pilas en el fondo,True
7077,pondre las pilas con la facultad,True
7078,hacer darnos plomo con su ak47,True
7079,poner la torta en la onu,False
7080,echarse un baño en el rio,True
7081,montar un show con la pnb,False
7082,robar el show con los yankees,True
7083,tender la cama para su reeleccion,False
7084,tender la cama a esta hs,False
7085,tender la cama a el piojo,True
7086,recorde ese capitulo de los simpsons,False
7087,tiro los perros a cualquiera ahre,True
7088,llegar el agua por un dia,True
7089,tocar la puerta de tu casa,False
7090,comenzo todo,False
7091,decir yo,False
7092,decian ustedes,False
7093,ufff esta,True
7094,ver lo,False
7095,buscar yo,False
7096,hacer lo,True
7097,esperar esto,True
7098,amado eso,False
7099,antier yo,False
7100,ser una,False
7101,moderar se,False
7102,ahogar me,False
7103,dormir me,False
7104,comprar me,False
7105,llegar me,True
7106,dormirme todo,False
7107,decir qq,False
7108,ir te,False
7109,miss me,False
7110,aguante lo,False
7111,funcionar tambien,False
7112,jalar le,False
7113,hacer algo,True
7114,incrustar ese,False
7115,pagar ese,False
7116,pasar lo,True
7117,decian que,False
7118,ver ustedes,False
7119,tu estas,False
7120,aguevado nadie,False
7121,ojalar te,False
7122,digale que,False
7123,criticar lo,False
7124,perdon eso,False
7125,creer usted,False
7126,comer algo,True
7127,merecer eso,True
7128,cobre todo,True
7129,ver yo,False
7130,hacer eso,True
7131,fingir algo,False
7132,tuitea esto,True
7133,adivinar quien,False
7134,cogen se,False
7135,gustar alguien,False
7136,asi se,False
7137,arrecho yo,False
7138,hacer ustedes,False
7139,corazon te,False
7140,querer te,False
7141,timida yo,False
7142,asi me,False
7143,regalar todo,False
7144,tener me,True
7145,contar algo,True
7146,querer yo,False
7147,afectar todo,False
7148,odiar todo,False
7149,rie conmigo,False
7150,mire nosotros,False
7151,tomar todo,True
7152,borrar todo,False
7153,idioma me,False
7154,gustar esto,False
7155,beber me,False
7156,ir yo,False
7157,hacer nada,True
7158,coño eso,False
7159,sentir tuyo,False
7160,asi que,False
7161,poner donde,True
7162,jajaja se,False
7163,metiamos unos,False
7164,seguirme me,False
7165,vivir quienes,False
7166,abrazar te,False
7167,visto algunos,True
7168,regresar ellos,False
7169,ganar otro,False
7170,costar nada,False
7171,enterar me,False
7172,terminar se,False
7173,volver les,True
7174,pasar nada,True
7175,manipular te,False
7176,tu me,False
7177,gritar me,False
7178,imaginar uno,False
7179,esperar lo,False
7180,tener uno,True
7181,ademar lo,False
7182,esque uno,False
7183,aguantar algo,True
7184,aceptar eso,True
7185,nota que,True
7186,tener algo,True
7187,tuyo se,False
7188,ver quien,False
7189,contar alguien,True
7190,entera me,False
7191,hablar conmigo,False
7192,conseguir le,False
7193,entero que,False
7194,decia nada,False
7195,esperar yo,False
7196,ver nada,True
7197,ojalar todo,False
7198,che todo,False
7199,asi ella,False
7200,ojalar tú,False
7201,decir muchas,False
7202,quizas me,False
7203,levante me,False
7204,tropece me,False
7205,salir yo,False
7206,decir eso,True
7207,recordar que,True
7208,dizque me,False
7209,esperar te,True
7210,entrado ella,True
7211,tratar usted,False
7212,esperar algo,True
7213,ganar esto,False
7214,lamentar todos,False
7215,saber algo,True
7216,ofender quien,False
7217,intentar nada,True
7218,tener lo,True
7219,mia eso,False
7220,sera que,False
7221,esperar usted,False
7222,ver esta,True
7223,escribi donde,True
7224,ir todo,False
7225,estudiar me,False
7226,ver todo,True
7227,necesitar quien,False
7228,pagues le,False
7229,ver le,False
7230,insultar te,False
7231,bañar me,False
7232,delatar le,False
7233,tambien le,False
7234,tambien lo,False
7235,ayudar me,True
7236,hacer esto,True
7237,pasado nada,False
7238,pica le,False
7239,parecer usted,False
7240,servir yo,False
7241,decir ellos,False
7242,traspasar te,False
7243,hacer se,False
7244,corresponder eso,True
7245,descubrir quien,False
7246,medir se,False
7247,decir me,True
7248,dificil se,False
7249,prepoteando yo,False
7250,haz esto,False
7251,querer esto,True
7252,todavia se,False
7253,tu te,False
7254,mas nada,True
7255,dicho yo,False
7256,oido nada,False
7257,crecer te,False
7258,decir te,True
7259,hare cositas,False
7260,hariamos cositas,False
7261,hacerte cositas,True
7262,prontito las,False
7263,encontrar otros,False
7264,escuchado me,False
7265,escuchar eso,True
7266,jajajaja eso,True
7267,pensar me,True
7268,borrar me,False
7269,tomar algo,True
7270,conocer me,True
7271,parar nada,True
7272,decirle algo,True
7273,ir otro,False
7274,valer me,True
7275,tuiteado esto,False
7276,leer tambien,False
7277,conocer todo,False
7278,gustar lo,False
7279,esperar me,True
7280,tener nada,True
7281,ademar los,True
7282,ir dia,False
7283,mierda me,False
7284,engaño lo,False
7285,comprar le,False
7286,faltar muchos,False
7287,ojalar le,False
7288,sorprender eso,True
7289,vender nada,False
7290,asquito me,False
7291,tú quien,False
7292,decir le,False
7293,dejar eso,True
7294,encender me,False
7295,aqui uno,False
7296,amar nos,False
7297,respondio esa,False
7298,ir estas,True
7299,tú estas,False
7300,engañar yo,False
7301,mierda yo,False
7302,asi te,False
7303,amar tambien,False
7304,escrito algo,True
7305,visto eso,True
7306,decir se,False
7307,salir nos,True
7308,destruir todo,False
7309,recargar te,False
7310,herir les,False
7311,podar ello,False
7312,amar yo,False
7313,mejorar me,True
7314,decir quien,False
7315,matar esos,False
7316,caminar se,False
7317,jurar yo,False
7318,asesinar tambien,False
7319,asesinar le,False
7320,pillar ella,False
7321,valer eso,True
7322,tirabas te,False
7323,acabar donde,False
7324,reconocer quien,False
7325,carajos los,True
7326,jugar yo,False
7327,dar todo,True
7328,cucarachatodo se,False
7329,trabajar me,True
7330,llevar todo,True
7331,hacer me,True
7332,ojalar se,False
7333,cerrar todo,False
7334,salir me,False
7335,pasar algo,True
7336,dormir nada,True
7337,despertarte todo,True
7338,comentar tambien,False
7339,triunfar me,True
7340,esperar les,True
7341,ir todos,False
7342,poner eso,True
7343,tambien me,False
7344,amar me,False
7345,llamar se,False
7346,llorar todo,False
7347,asi le,False
7348,acoste alguien,False
7349,bañar te,False
7350,asi uno,False
7351,sacar nada,True
7352,ilusionarse se,False
7353,llevar quien,False
7354,decir algo,False
7355,tuyo todo,False
7356,enserio me,False
7357,estan ellos,False
7358,aqui te,False
7359,cooooño te,False
7360,trabajar se,False
7361,trabajar le,False
7362,jajajajajaja eso,True
7363,educarse otros,False
7364,empezado todo,True
7365,querer pedirle,False
7366,asco me,False
7367,ver veci,False
7368,dicho algo,True
7369,creer yo,False
7370,sacrificar algo,True
7371,asi nos,False
7372,atravesar le,False
7373,diria eso,False
7374,desear eso,True
7375,animar unos,False
7376,digerir esto,False
7377,decia me,False
7378,pasar eso,True
7379,mirar que,False
7380,disculpar usted,False
7381,tambien esto,False
7382,falto la,True
7383,dar uno,True
7384,pintar esa,False
7385,tú te,False
7386,vos conmigo,False
7387,mendigar se,False
7388,decir uno,False
7389,usar quereis,False
7390,estan yo,False
7391,investigar algo,True
7392,apuntar eso,True
7393,promocionar algo,True
7394,agradecer meterle,False
7395,propuesto eso,True
7396,leer esto,True
7397,decir ella,False
7398,hazlo se,False
7399,compartido contigo,False
7400,dejar te,False
7401,exigir nada,True
7402,gustaria servirle,False
7403,paso ja,False
7404,tener que,True
7405,ocurrir algo,False
7406,asi os,False
7407,adara lo,False
7408,jamas me,False
7409,saber cual,True
7410,hacer todos,True
7411,volver todo,True
7412,guitar te,False
7413,sentir me,False
7414,mirar quien,False
7415,dormir le,False
7416,ver donde,False
7417,ver los,False
7418,joder la,False
7419,publicar le,False
7420,llego se,False
7421,sacar ah,False
7422,hundirla me,False
7423,pucha eso,True
7424,alla usted,False
7425,paso nada,False
7426,perdonar todo,False
7427,dar una,True
7428,dirigir los,False
7429,quito todo,False
7430,perdonar todos,False
7431,respetado eso,True
7432,valer yo,False
7433,saber que,True
7434,concertado yo,False
7435,recordar esto,True
7436,impaktado me,False
7437,ver que,False
7438,votar lo,False
7439,boludos ustedes,False
7440,origino todo,False
7441,mostrar lo,False
7442,salada que,True
7443,andar yo,False
7444,fijate yo,False
7445,aprender yo,False
7446,repetir algo,True
7447,quepara que,False
7448,daran despues,False
7449,arrechera me,False
7450,falto uno,False
7451,aportar nada,True
7452,quizas yo,False
7453,retirar usted,False
7454,• la,True
7455,pasar te,False
7456,evitar algunos,False
7457,hundir me,False
7458,empezar se,False
7459,pilar se,False
7460,agregar me,False
7461,comprar algo,False
7462,necesitar uno,False
7463,leer se,False
7464,reproducir lo,False
7465,puto los,False
7466,abandonar se,False
7467,solapa todo,False
7468,solucionar nada,True
7469,avanzar ustedes,False
7470,despertar se,False
7471,meter se,True
7472,prometi nada,False
7473,llover me,False
7474,dejado algo,True
7475,esperar se,False
7476,ojalar ustedes,False
7477,votado nadie,False
7478,hacer todo,True
7479,venido se,False
7480,testeando otros,False
7481,defendido les,False
7482,hacer otro,True
7483,cantar te,True
7484,paso yo,False
7485,plomar esto,False
7486,torturar me,False
7487,lastimar me,False
7488,estar algo,True
7489,asi les,False
7490,calmar quien,False
7491,chucha les,False
7492,plomo le,False
7493,poner las,True
7494,respetar esto,True
7495,renunciado usted,False
7496,aceptar ninguna,True
7497,querer usted,False
7498,acabar esto,False
7499,peinan se,False
7500,saber todas,True
7501,suponer estas,True
7502,ir me,False
7503,asomar les,False
7504,entender eso,True
7505,tener unosobretodo,False
7506,entender nada,True
7507,asi nadie,False
7508,faltar uno,False
7509,saber quienes,False
7510,mirar lo,False
7511,horror me,False
7512,trago esto,False
7513,veran quien,False
7514,defender los,False
7515,chupar mamòn,True
7516,hecho nada,True
7517,contar eso,True
7518,contar los,False
7519,ver esto,False
7520,aqui se,False
7521,ganar que,False
7522,ganar le,False
7523,chucha te,False
7524,gusto se,False
7525,dire quien,False
7526,querian quien,False
7527,voltear lo,False
7528,saber esa,True
7529,mija te,False
7530,chance alguna,True
7531,seguir te,False
7532,dar le,False
7533,decir esto,False
7534,salir todo,False
7535,compensar esto,True
7536,parecer nos,True
7537,mentir yo,False
7538,separar les,False
7539,veia nada,False
7540,soñe que,False
7541,mirar esto,True
7542,morir yo,False
7543,montas conmigo,False
7544,sumboooo me,False
7545,acabo se,False
7546,renunciar yá,False
7547,usar uno,False
7548,sentir que,False
7549,mencionar se,False
7550,decir éste,False
7551,ojalar qe,False
7552,hacer qe,False
7553,veran eso,False
